CustomerID,Age,Gender,City,AnnualIncome_INR,TenureMonths,CardType,CreditLimit_INR,NumProductsHeld,DaysSinceLastTxn,TxnPerMonth,AvgMonthlySpend_INR,CreditUtilization,LatePayments12M,Complaints6M,ServiceCalls6M,MobileAppLogins3M,RewardsRedeemed12M,AutoPayEnabled,Churned
CUST100487,55,Male,Hyderabad,365000,27,Platinum,236000,1,11,10,21317,0.432,1,2,3,13,2,0,0
CUST100488,72,Female,Bangalore,354000,1,Basic,59000,1,11,5,2511,0.285,2,0,1,12,2,1,1
CUST100489,44,Male,Mumbai,670000,4,Silver,197000,2,11,14,20816,0.357,1,1,2,12,0,1,0
CUST100490,54,Male,Mumbai,379000,81,Basic,66000,1,24,6,3831,0.281,0,0,3,1,2,0,0
CUST100491,52,Female,Chennai,496000,49,Basic,87000,2,15,9,3390,0.376,1,0,0,26,1,0,0
CUST100492,67,Male,Mumbai,477000,47,Basic,94000,1,14,17,7048,0.497,2,0,2,18,6,0,0
CUST100493,51,Male,Delhi NCR,572000,74,Silver,135000,3,14,14,9478,0.494,3,0,2,21,1,0,0
CUST100494,57,Female,Mumbai,1510000,42,Platinum,925000,3,17,7,34117,0.385,0,1,3,25,1,0,1
CUST100495,44,Female,Delhi NCR,1050000,130,Gold,396000,1,53,8,15357,0.676,0,0,0,0,1,0,0
CUST100496,69,Female,Delhi NCR,736000,81,Silver,143000,1,34,14,15164,0.259,1,1,1,20,6,0,0
CUST100497,41,Male,Bangalore,566000,12,Silver,128000,1,48,8,4948,0.308,0,0,0,21,1,0,1
CUST100498,60,Male,Delhi NCR,575000,15,Silver,201000,1,3,14,19428,0.186,1,2,4,16,0,0,0
CUST100499,57,Female,Mumbai,873000,26,Gold,373000,2,52,16,25653,0.192,3,0,0,14,2,0,0
CUST100500,59,Male,Bangalore,1006000,11,Gold,307000,1,24,7,15731,0.25,1,2,3,32,2,1,0
